stop_id,stop_code,stop_name,stop_lat,stop_lon,mode,mode_type,route_code,MUNI,HOOD,B_W_202505,B_S_202505,B_U_202505,R_W_202505
N43820,905,PERRYSVILLE AVE AT #3820,40.4881,-80.0164,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Perry North,0.57,0.8,0.2,0
N43860,811,PERRYSVILLE AVE AT SEMICIR ST,40.4873,-80.0163,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Perry North,6.9,0.8,1.2,0
N43890,19332,PERRYSVILLE AVE AT WALDORF ST FS,40.4914,-80.0202,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Perry North,0.9,0.8,0.4,0.05
N43900,896,PERRYSVILLE AVE AT WATSON BLVD,40.4784,-80.012,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Perry North,3.62,2.2,0.8,0
N43920,832,PERRYSVILLE AVE AT WILSON AVE,40.4637,-80.0122,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Perry South,28.95,17.4,9.4,0.14
N43940,818,PERRYSVILLE AVE OPP DELAWARE ST,40.4799,-80.0121,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Perry North,12.52,4.4,5.6,0
N43960,579,PERRYSVILLE AVE OPP FRANKLIN RD,40.4903,-80.0187,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Perry North,38.38,10,7.6,0.05
N43970,831,PERRYSVILLE AVE OPP LAFAYETTE AVE,40.4649,-80.0116,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Perry South,11.57,11.4,8.2,0
N43980,894,PERRYSVILLE AVE OPP MARSHALL AVE,40.4749,-80.0111,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Perry South,2.48,1.4,2.4,0
N44000,878,PERRYSVILLE AVE OPP #1757,40.4601,-80.0116,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Perry South,,,,
N44020,880,PERRYSVILLE AVE OPP #1923,40.4616,-80.0135,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Perry South,0.14,0,0,0
N44030,886,PERRYSVILLE AVE AT KOERNER AVE,40.4665,-80.0112,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Perry South,0.05,0,0,0
N44040,820,PERRYSVILLE AVE OPP #3000,40.4761,-80.0124,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Perry North,1.05,1.4,1.2,0
N44080,578,PERRYSVILLE AVE OPP WALDORF ST,40.4913,-80.0202,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Perry North,12.05,5.4,1.6,0
N44100,883,PERRYSVILLE AVE OPP WILSON AVE,40.4636,-80.0124,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Perry South,2.67,2,2,0.05
N47280,12712,SANDUSKY ST AT GENERAL ROBINSON ST,40.4487,-80.0024,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",North Shore,,,,
N47285,214,SANDUSKY ST AT ISABELLA ST,40.4478,-80.002,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",North Shore,40.43,17.8,19,0.1
N47290,215,SANDUSKY ST AT STOCKTON AVE,40.4503,-80.0028,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Allegheny Center,13.19,12.2,7.2,0.05
N47310,854,SANDUSKY ST AT UNDERPASS,40.45,-80.0028,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",North Shore,,,,
N53595,617,WEST VIEW PARK DR AT PERRY HWY FS,40.5175,-80.032,BUS,BUS,8,"West View borough (Allegheny, PA)",,0.62,0.4,0,0
N53597,618,WEST VIEW PARK DR AT WEST VIEW TOWERS,40.517,-80.0334,BUS,BUS,8,"West View borough (Allegheny, PA)",,2.43,3.2,1,0
N53600,842,WEST VIEW PARK DR AT PERRY HWY,40.5177,-80.0311,BUS,BUS,8,"West View borough (Allegheny, PA)",,22.33,19,10,0.14
N53605,733,WEST VIEW PARK DR OPP WEST VIEW TOWER,40.5169,-80.0336,BUS,BUS,8,"West View borough (Allegheny, PA)",,14.24,8.2,7.2,0
N53610,3167,WEST VIEW PLAZA SC AT TERMINUS,40.5175,-80.0369,BUS,BUS,8,"West View borough (Allegheny, PA)",,,,,
N53620,16529,WEST VIEW PLAZA FIRE LANE AT WORKOUT ANYTIME,40.5176,-80.0378,BUS,BUS,8,"West View borough (Allegheny, PA)",,9.48,3.8,4,0
N53630,619,WEST VIEW PLAZA FIRE LANE AT GIANT EAGLE,40.5167,-80.0387,BUS,BUS,8,"West View borough (Allegheny, PA)",,84.76,75.8,44.4,1.29
N53635,620,WEST VIEW PLAZA FIRE LANE AT UHAUL,40.5166,-80.0367,BUS,BUS,8,"West View borough (Allegheny, PA)",,2.81,4.2,3,0.33
N70000,18636,NORTH AVE AT SANDUSKY ST (AGH),40.456,-80.0039,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Central Northside,29.81,17,13.2,0.1
N70053,900,PERRYSVILLE AVE AT WATSON BLVD,40.4842,-80.0135,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Perry North,4.67,3.6,2,0.05
N71193,19329,CEDAR AVE AT EAST OHIO ST NS,40.453,-80.0015,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",East Allegheny,30.71,21.6,14.4,0.1
N71203,849,CENTER AVE AT FRANKFORT AVE,40.5135,-80.0255,BUS,BUS,8,"West View borough (Allegheny, PA)",,2.86,3.8,2.6,0.05
N71204,815,PERRYSVILLE AVE OPP WATSON BLVD FS,40.4839,-80.0133,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Perry North,18.95,10,5,0
N71205,19577,FEDERAL ST AT HEMLOCK ST,40.4572,-80.0071,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Central Northside,27.71,20.6,15,0.38
N71263,637,PERRYSVILLE AVE OPP CONNIE DR,40.4963,-80.0199,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Perry North,0.48,0.6,0.8,0
N71340,22671,PERRY HWY AT OLD PERRYSVILLE RD FS,40.5078,-80.0296,BUS,BUS,8,"Ross township (Allegheny, PA)",,0.19,0.4,0.2,0
P00920,213,7TH ST AT FT DUQUESNE BLVD,40.4444,-80.0007,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Central Business District,56.76,21.2,24.2,0.05
P01040,179,9TH ST AT PENN AVE,40.4439,-79.9985,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Central Business District,141.62,65.6,40.8,1.24
P02860,2932,PENN AVE AT 7TH ST,40.4433,-80.0001,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",Central Business District,116.38,43.8,25.8,1.33
N05860,177,ANDERSON ST AT GENERAL ROBINSON ST,40.4491,-80.0008,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",North Shore,,,,
N05870,176,ANDERSON ST AT LACOCK ST,40.4499,-80.0011,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",North Shore,0.57,1.2,0.4,0.05
N05890,178,ANDERSON ST AT ISABELLA ST,40.4483,-80.0007,BUS,BUS,8,"Pittsburgh city (Allegheny, PA)",North Shore,4.19,1.2,0.8,0.05
N25500,985,HENDERSON ST AT JAMES ST STEPS,40.4596,-80.0026,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Fineview,0,0,0,0
N43650,835,PERRYSVILLE AVE AT O'HERN ST,40.4603,-80.0132,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Perry South,0.14,0,0,0
P01620,1407,EAST BUSWAY AT PENN STATION C,40.444,-79.9922,BUS,BUSWAY,11,"Pittsburgh city (Allegheny, PA)",Central Business District,6.71,5,2,0
N43740,836,PERRYSVILLE AVE AT #1749,40.46,-80.0117,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Central Northside,,,,
N25370,977,HAZELTON ST AT SUFFOLK ST,40.4673,-80.0058,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Fineview,0.33,0,0,0
N12120,979,BRULE ST AT MAGNET ST,40.471,-80.006,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Perry South,0,0,0,0
N54540,16898,WILSON AVE OPP KENWOOD AVE,40.4685,-80.0139,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Perry South,,,,
N47310,854,SANDUSKY ST AT UNDERPASS,40.45,-80.0028,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",North Shore,2,0.2,0,0
N33230,16899,MEADVILLE ST OPP #1603,40.4606,-80.0047,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Fineview,,,,
N54790,978,WURZELL AVE AT BURGESS ST,40.4687,-80.0042,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Perry South,2.29,0.6,0.6,0
N43760,834,PERRYSVILLE AVE AT #1923,40.4614,-80.0136,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Perry South,1.14,0.8,1.2,0
N33200,971,MEADVILLE ST AT TELEVISION HILL ST,40.4625,-80.0057,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Fineview,0.1,0,0,0
N13600,2596,CEDAR AVE AT SUISMON ST,40.4548,-80.0021,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",East Allegheny,1.57,1.2,0.4,0.1
N13615,853,CEDAR AVE OPP SUISMON ST,40.455,-80.0023,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Allegheny Center,1.43,0,0.4,0
N19120,839,FEDERAL ST AT ALPINE ST,40.4589,-80.0079,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Central Northside,2.52,0.8,0.4,0
N25380,976,HAZELTON ST OPP SEABRIGHT ST,40.4669,-80.0051,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Fineview,,,,
N13540,969,CATOMA ST AT LANARK ST,40.4606,-80.0041,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Fineview,0.24,0.4,0.2,0.05
N13550,174,CEDAR AVE AT EAST OHIO ST,40.4535,-80.0018,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Allegheny Center,6.62,3.4,2.6,0.05
N13585,944,CEDAR AVE AT PRESSLEY ST,40.4515,-80.001,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",East Allegheny,19.1,12.4,8.4,0.19
N13610,175,CEDAR AVE OPP PRESSLEY ST,40.4516,-80.0012,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Allegheny Center,11.24,6.2,4.2,0.29
N14590,16884,N CHARLES ST AT LELAND ST,40.470402,-80.011998,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Perry South,,,,
N14600,961,N CHARLES ST AT LINWOOD AVE,40.47,-80.0138,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Perry South,3.76,1,0.4,0
N14610,960,N CHARLES ST AT NORWOOD AVE,40.4703,-80.0126,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Perry South,9.95,3.2,1.4,0.14
N14630,981,N CHARLES ST AT PERRYSVILLE AVE,40.4711,-80.0085,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Perry South,6.38,3,6.8,0
N14660,959,N CHARLES ST AT SHELTON AVE,40.4705,-80.0112,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Perry South,0.95,0.6,0,0
N19170,875,FEDERAL ST AT HENDERSON ST,40.4588,-80.0076,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Central Northside,1.62,0.2,0.8,0
N19270,873,FEDERAL ST AT NORTH AVE FS,40.4559,-80.0067,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Central Northside,17.9,6.2,2.6,0.19
N19290,840,FEDERAL ST AT SAMPSONIA WAY,40.4577,-80.0075,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Central Northside,3.24,0.8,0.8,0.05
N25360,980,HAZELTON ST AT N CHARLES ST,40.4712,-80.0072,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Perry South,0.76,0.2,0,0
N25490,967,HENDERSON ST AT CARRIE ST,40.4612,-80.0016,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Fineview,1.1,0,0.4,0
N25510,983,HENDERSON ST AT FOUNTAIN ST,40.459,-80.0069,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Central Northside,0.48,0,0,0
N25520,986,HENDERSON ST OPP JAY ST,40.4602,-80.0017,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Fineview,,,,
N25530,984,HENDERSON ST OPP SANDUSKY CT,40.4591,-80.0057,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Fineview,1.43,1.6,1,0.05
N33210,972,MEADVILLE ST AT RISING MAIN AVE,40.4636,-80.006,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Fineview,1.43,0.8,0.2,0
N33220,970,MEADVILLE ST AT BELLEAU ST,40.4619,-80.0055,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Fineview,17.29,10.6,2,0.29
N38390,627,NORTH AVE AT CEDAR AVE (AGH),40.4561,-80.0029,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Allegheny Center,12.33,2,0.6,0
N38770,625,NORTH AVE OPP BOYLE ST,40.4556,-80.0057,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Allegheny Center,4.81,2.6,0.2,0
N38840,626,NORTH AVE OPP SANDUSKY ST,40.4557,-80.0047,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Allegheny Center,4.67,1.2,0.2,0
N43450,837,PERRYSVILLE AVE AT FEDERAL ST,40.4612,-80.0089,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Central Northside,10.33,2.6,1.4,0
N43590,833,PERRYSVILLE AVE AT MCCLINTOCK AVE,40.463,-80.0138,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Perry South,5.1,0.6,0.2,0
N46060,973,RISING MAIN AVE AT LANARK ST,40.4637,-80.0053,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Fineview,0.24,0,0.2,0
N47280,12712,SANDUSKY ST AT GENERAL ROBINSON ST,40.4487,-80.0024,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",North Shore,3.29,2.6,1.4,0.05
N47285,214,SANDUSKY ST AT ISABELLA ST,40.4478,-80.002,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",North Shore,3.38,2,1.2,0
N47290,215,SANDUSKY ST AT STOCKTON AVE,40.4503,-80.0028,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Allegheny Center,2.05,2.8,0.4,0
N53290,968,WARREN ST AT CATOMA ST,40.4609,-80.0027,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Fineview,6.33,2.4,0.8,0.05
N54500,964,WILSON AVE AT BURGESS ST,40.4665,-80.0133,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Perry South,17.19,5.2,3.4,0
N54505,18643,WILSON AVE AT N CHARLES ST FS,40.469,-80.0142,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Perry South,3.48,1.2,2,0
N54510,963,WILSON AVE AT CHESTER AVE,40.4674,-80.0136,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Perry South,6.62,2.6,0.8,0
N54520,965,WILSON AVE AT DRUM ST,40.465,-80.0128,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Perry South,2.48,0,1.6,0
N54530,966,WILSON AVE AT PERRYSVILLE AVE,40.4638,-80.0124,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Perry South,8.76,2,1.6,0.05
N70000,18636,NORTH AVE AT SANDUSKY ST (AGH),40.456,-80.0039,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Central Northside,9.14,4.8,2.8,0.1
N71193,19329,CEDAR AVE AT EAST OHIO ST NS,40.453,-80.0015,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",East Allegheny,8.76,3.4,5.8,0.1
N71205,19577,FEDERAL ST AT HEMLOCK ST,40.4572,-80.0071,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Central Northside,10.71,7.2,7.2,0.1
P00920,213,7TH ST AT FT DUQUESNE BLVD,40.4444,-80.0007,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Central Business District,33.29,12.4,9.4,0.1
P00940,12626,7TH ST AT PENN AVE FS,40.4429,-80.0002,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Central Business District,2.33,3.2,0.8,0.29
P01600,20287,EAST BUSWAY AT PENN STATION A,40.4438,-79.9922,BUS,BUSWAY,11,"Pittsburgh city (Allegheny, PA)",Central Business District,0,0,0,0.1
P02310,180,LIBERTY AVE AT 7TH ST (CLARK BLDG),40.4425,-79.9998,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Central Business District,62.67,17,15.6,0.14
P02490,1403,LIBERTY AVE AT SMITHFIELD ST,40.4432,-79.9968,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Central Business District,0.14,0,0,0
P02530,15285,LIBERTY AVE AT WILLIAM PENN PL,40.4435,-79.9954,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Central Business District,0.24,0,0,0
P02600,15283,LIBERTY AVE OPP 9TH ST,40.4428,-79.9981,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Central Business District,0.95,0.2,0.4,0.1
P02670,1408,LIBERTY AVE OPP SMITHFIELD ST,40.4434,-79.9965,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Central Business District,14.1,7.2,2.4,0.05
N25390,22747,BIGGS AVE AT GLENROSE ST,40.465,-80.0056,BUS,BUS,11,"Pittsburgh city (Allegheny, PA)",Fineview,0.29,0.2,0.4,0
N15696,127,CORPORATE DR AT #5700,40.5636,-80.0228,BUS,BUS,12,"McCandless township (Allegheny, PA)",,2.67,1.2,0.2,0
N33025,152,MCKNIGHT RD OPP BROOKVIEW LN,40.5117,-80.0039,BUS,BUS,12,"Ross township (Allegheny, PA)",,,,,
N32855,3079,MCKNIGHT RD AT PITTSBURGH REVIVAL CENTER,40.5029,-80.0108,BUS,BUS,12,"Ross township (Allegheny, PA)",,0.14,0.4,0.8,0
N07070,258,BABCOCK BLVD OPP FAIRFIELD RD,40.564,-80.0193,BUS,BUS,12,"McCandless township (Allegheny, PA)",,0,0,0,0
N07290,124,BABCOCK BLVD OPP WINCHESTER DR,40.566,-80.0165,BUS,BUS,12,"McCandless township (Allegheny, PA)",,0.67,2.6,0,0
N32410,322,MCKNIGHT RD AT ARCADIA DR,40.5767,-80.0261,BUS,BUS,12,"McCandless township (Allegheny, PA)",,0.9,0,0.2,0
N06450,125,BABCOCK BLVD AT FAIRFIELD RD,40.5642,-80.0191,BUS,BUS,12,"McCandless township (Allegheny, PA)",,0,0,0,0
N70142,17587,ROSS PARK MALL,40.5452,-80.0062,BUS,BUS,12,"Ross township (Allegheny, PA)",,,,,
N15660,201,CORBETT CT AT BROWNS LN,40.5459,-80.0202,BUS,BUS,12,"Ross township (Allegheny, PA)",,1.19,0.6,0,0
N18320,224,EAST ST OPP SUFFOLK ST NS,40.4689,-80.0013,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Spring Hill-City View,0.05,0.4,0,0
N32730,18682,MCKNIGHT RD AT MCKNIGHT CIR(OPP ROSS PARK MAL,40.5422,-80.0133,BUS,BUS,12,"Ross township (Allegheny, PA)",,0.29,0,0,0
N32550,136,MCKNIGHT RD OPP OLD MCKNIGHT RD,40.5337,-80.0111,BUS,BUS,12,"Ross township (Allegheny, PA)",,1.14,2.2,1.8,0
N18180,167,EAST ST AT SUFFOLK ST,40.4691,-80.0016,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Spring Hill-City View,1.29,0,0,0
N15925,325,CUMBERLAND RD OPP FOX HUNT DR,40.5719,-80.0185,BUS,BUS,12,"McCandless township (Allegheny, PA)",,1.19,2.8,0.8,0
N06565,122,BABCOCK BLVD AT MCCANDLESS CROSSING,40.569,-80.0165,BUS,BUS,12,"McCandless township (Allegheny, PA)",,4.62,5,6,0.05
N07045,123,BABCOCK BLVD OPP DUNCAN AVE,40.5674,-80.0166,BUS,BUS,12,"McCandless township (Allegheny, PA)",,8.14,7.8,5,0
N17850,225,EAST ST AT HAZLETT ST,40.4745,-80.0051,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Northview Heights,0.38,1.6,1.8,0
N15685,200,CORBETT CT AT TOWNE TOWERS NORTH,40.5467,-80.0202,BUS,BUS,12,"Ross township (Allegheny, PA)",,1.62,1.4,0.2,0.05
N32430,18686,MCKNIGHT RD AT BABCOCK BLVD RAMP FS,40.5151,-80.0044,BUS,BUS,12,"Ross township (Allegheny, PA)",,2.52,2.4,0.8,0
N32940,18684,MCKNIGHT RD AT SIEBERT RD NS,40.5311,-80.0103,BUS,BUS,12,"Ross township (Allegheny, PA)",,2.29,0.8,1.4,0
N32740,234,MCKNIGHT RD AT MCKNIGHT-IVORY BLDG,40.5015,-80.0113,BUS,BUS,12,"Ross township (Allegheny, PA)",,0.05,0,0,0
N06570,19847,BABCOCK BLVD AT LAROCHE COLLEGE DRVWY,40.5681,-80.0164,BUS,BUS,12,"McCandless township (Allegheny, PA)",,0.05,0,0,0.05
N06680,254,BABCOCK BLVD OPP PERRYMONT RD,40.5582,-80.023,BUS,BUS,12,"McCandless township (Allegheny, PA)",,0.1,0,0,0.05
N06930,259,BABCOCK BLVD AT WINCHESTER DR,40.5659,-80.0164,BUS,BUS,12,"McCandless township (Allegheny, PA)",,0.14,0,0.6,0
N09501,15587,BLAZIER DR AT GIANT EAGLE ENTRANCE DRIVE,40.5854,-80.0375,BUS,BUS,12,"McCandless township (Allegheny, PA)",,9.1,8.8,4.2,0
N09505,318,McCANDLESS PARK AND RIDE,40.5865,-80.0304,BUS,BUS,12,"McCandless township (Allegheny, PA)",,13.43,18.4,12.8,0.29
N09506,15580,BLAZIER DR AT TARGET ENTRANCE DRIVE,40.5862,-80.0411,BUS,BUS,12,"McCandless township (Allegheny, PA)",,4.81,5.6,2,0.1
N11980,291,BROWNS LN AT CORBETT CT,40.5457,-80.02,BUS,BUS,12,"Ross township (Allegheny, PA)",,0.14,0,0,0
N12010,203,BROWNS LN AT MCKNIGHT RD,40.5458,-80.017,BUS,BUS,12,"Ross township (Allegheny, PA)",,18.67,17,14.2,0.14
N12020,289,BROWNS LN AT MCKNIGHT RD FS,40.5458,-80.0174,BUS,BUS,12,"Ross township (Allegheny, PA)",,2.1,4.4,0.8,0.1
N12060,202,BROWNS LN AT ROSS PARK DR,40.5454,-80.0193,BUS,BUS,12,"Ross township (Allegheny, PA)",,0.71,1,0.6,0
N13550,174,CEDAR AVE AT EAST OHIO ST,40.4535,-80.0018,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Allegheny Center,5.19,5.2,2.2,0
N13580,217,CEDAR AVE AT NORTH AVE (AGH),40.4561,-80.0025,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",East Allegheny,28.67,36.8,9.4,0.24
N13600,2596,CEDAR AVE AT SUISMON ST,40.4548,-80.0021,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",East Allegheny,13.52,14.2,10.4,0
N13610,175,CEDAR AVE OPP PRESSLEY ST,40.4516,-80.0012,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Allegheny Center,11.57,18.4,10.4,0.43
N13615,853,CEDAR AVE OPP SUISMON ST,40.455,-80.0023,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Allegheny Center,1.76,1,0.6,0
N13620,19846,CEDAR AVE OPP TRIPOLI ST,40.4557,-80.0026,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Allegheny Center,5.62,4.4,1.4,0.14
N15670,293,CORBETT CT AT CLUB JULIAN SPA,40.5482,-80.0201,BUS,BUS,12,"Ross township (Allegheny, PA)",,2.1,1.6,0.6,0.1
N15680,292,CORBETT CT OPP TOWNE TOWERS NORTH,40.5466,-80.0201,BUS,BUS,12,"Ross township (Allegheny, PA)",,0.33,0.6,0,0
N15698,256,CORPORATE DR OPP #5700,40.5635,-80.0231,BUS,BUS,12,"McCandless township (Allegheny, PA)",,0,0,0,0
N15880,263,CUMBERLAND RD EXT AT BABCOCK BLVD,40.5721,-80.0162,BUS,BUS,12,"McCandless township (Allegheny, PA)",,,,,
N15900,331,CUMBERLAND RD AT FOX HUNT DR,40.572,-80.0184,BUS,BUS,12,"McCandless township (Allegheny, PA)",,0.05,0.4,0,0
N15910,333,CUMBERLAND RD AT LANCELOT DR,40.5722,-80.0224,BUS,BUS,12,"McCandless township (Allegheny, PA)",,1.1,0.2,0,0.05
N15935,323,CUMBERLAND RD OPP LANCELOT DR,40.5721,-80.0226,BUS,BUS,12,"McCandless township (Allegheny, PA)",,9.9,12.8,8.8,0.05
N17765,216,EAST OHIO ST OPP UNION PL,40.453,-80.0029,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Allegheny Center,,,,
N17815,169,EAST ST OPP ROYAL ST,40.466,-79.9998,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Spring Hill-City View,0.19,0,0,0
N17860,165,EAST ST AT MILROY ST,40.4769,-80.0068,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Northview Heights,1.05,1.4,0.8,0.05
N17870,226,EAST ST OPP MILROY ST,40.4768,-80.0067,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Northview Heights,2.67,2.6,2.2,0
N17880,227,EAST ST AT MT PLEASANT RD,40.4822,-80.0059,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Northview Heights,6.24,7.6,5.8,0
N17882,228,EAST ST OPP VENTURE ST,40.4851,-80.0094,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Summer Hill,5.24,6.2,3.6,0.05
N18005,221,EAST ST AT LAREDA ST,40.4623,-79.9989,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Spring Hill-City View,1.86,1,1.2,0
N18010,222,EAST ST AT ROYAL ST,40.4658,-79.9996,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Spring Hill-City View,1.19,0.8,0.2,0
N18185,163,EAST ST AT VENTURE ST FS,40.4851,-80.0096,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Perry North,5.24,1.4,0.6,0.05
N18210,166,EAST ST OPP HAZLETT ST,40.4748,-80.0054,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Northview Heights,0.29,0.2,0.2,0.05
N18220,164,EAST ST OPP MT PLEASANT RD,40.4823,-80.006,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Northview Heights,2.14,1.2,0.8,0.05
N18275,170,EAST ST OPP LAREDA ST,40.4628,-79.999,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Spring Hill-City View,2.05,1,1,0.05
N18700,162,EVERGREEN RD AT BAYTREE ST,40.4887,-80.0103,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Perry North,5.9,3.2,1.8,0.14
N18970,229,EVERGREEN RD OPP BAYTREE ST,40.4884,-80.0101,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",Summer Hill,11.81,11,7.8,0.14
N31400,220,MADISON AVE AT CONCORD ST,40.4579,-79.998,BUS,BUS,12,"Pittsburgh city (Allegheny, PA)",East Allegheny,6.71,7.2,7.4,0.05
N32380,210,MCINTYRE SQUARE AT GABRIEL BROTHERS,40.554,-80.0165,BUS,BUS,12,"McCandless township (Allegheny, PA)",,22.67,29.8,15.4,0.29
N32400,18681,MCKNIGHT RD AT THE BLOCK NORTHWAY DRVWY,40.5532,-80.0207,BUS,BUS,12,"Ross township (Allegheny, PA)",,0.52,0,0.6,0.1
N32420,334,MCKNIGHT RD AT ARCADIA DR FS,40.5767,-80.026,BUS,BUS,12,"McCandless township (Allegheny, PA)",,0.05,0,0,0
